3271,186,0
3684,197,0
2229,200,0
2349,190,0
2708,160,0
2714,178,0
2766,185,0
2920,150,0
4531,230,1
3270,148,0
3119,140,0
3618,177,0
2523,183,0
4393,245,1
2982,170,0
5574,225,1
4506,230,1
2901,175,0
2517,182,0
3780,183,0
2782,185,0
3536,197,0
4616,240,1
2340,165,0
2836,165,0
3598,178,0
2918,170,0
2961,174,0
3474,190,0
2747,180,0
2492,156,0
3545,195,0
3980,160,0
2243,160,0
3095,175,0
2509,180,0
3566,195,0
2600,193,0
3055,210,0
4871,250,1
2431,170,0
3490,175,0
5459,195,1
2874,160,0
3562,170,0
2077,142,0
2680,180,0
2352,175,0
2626,164,0
2810,152,0
3216,170,0
3170,182,0
2423,186,0
3777,210,0
3477,155,0
3757,178,0
3638,277,0
3094,174,0
3571,190,0
2890,190,0
2626,160,0
3524,185,0
3414,210,0
3346,165,0
2857,182,0
3127,188,0
3806,260,1
2004,149,0
1922,176,0
3527,170,0
4299,208,0
3187,170,0
3294,175,0
3497,176,0
2704,180,0
2278,162,0
3043,200,0
2248,155,0
2123,175,0
2508,170,0
3518,165,0
2754,183,0
2816,165,0
3529,210,1
3569,214,1
2928,210,0
3202,203,0
2481,192,0
2108,188,0
3127,177,0
3515,225,1
3052,186,0
3397,185,0
2167,160,0
2982,178,0
3431,240,1
3268,175,0
3644,204,1
4103,235,1
2968,191,0
3301,175,0
3843,255,1
2427,165,0
3396,252,1
2692,160,0
3644,178,0
2817,165,0
2415,178,0
2503,150,0
2588,158,0
3222,198,0
3962,245,1
2820,180,0
2713,178,0
2022,170,0
3496,165,0
2532,169,0
2750,165,0
3070,170,0
2306,197,0
3049,206,0
2525,195,0
2948,192,0
2713,205,0
2288,168,0
2912,172,0
2094,178,0
2863,176,0
3633,165,0
3492,160,0
2710,155,0
2670,170,0
4800,215,1
4165,223,1
2796,185,0
2560,165,0
3406,172,0
2182,170,0
2874,170,0
3107,182,0
2375,170,0
2940,225,1
4313,210,1
2409,178,0
3456,202,0
2971,170,0
2295,175,0
2784,210,0
4959,222,1
2700,188,0
3130,165,0
2257,200,0
3223,185,0
2319,170,0
2749,172,0
2685,160,0
3064,180,0
3503,180,0
3140,185,0
2894,175,0
2533,160,0
2844,158,0
2980,175,0
2734,168,0
4368,240,1
2714,155,0
5343,230,1
2375,170,0
4500,243,1
2327,188,0
2802,165,0
2589,165,0
2904,175,0
2257,159,0
2232,168,0
2410,170,0
2827,198,0
2752,180,0
3418,180,0
2915,165,0
2535,198,0
2674,160,0
2101,155,0
2473,155,0
2448,159,0
5923,208,1
4875,212,1
2915,215,1
4016,225,1
2939,162,0
2760,198,0
2217,140,0
2851,188,0
2650,198,0
2484,165,0
2332,155,0
3112,240,1
3100,197,0
4011,196,0
3050,178,0
5070,260,1
4972,215,1
2926,200,0
2516,168,0
2498,170,0
2862,182,0
2835,172,0
2902,195,0
2809,190,0
3711,240,1
3935,235,1
2926,183,0
2493,173,0
3569,163,0
2920,156,0
4225,250,1
2173,170,0
3223,160,0
2453,190,0
3062,185,0
2885,195,0
2839,165,0
2977,200,0
3155,197,0
3037,168,0
2869,185,0
3274,210,0
2292,180,0
2998,192,0
4144,252,1
2429,165,0
3720,193,0
2537,208,0
2759,190,0
2913,200,0
3211,202,0
3584,175,0
4064,225,1
2466,200,0
2944,162,0
2819,170,0
2601,169,0
2578,200,0
3531,168,0
3355,190,0
2888,180,0
3648,175,0
3447,186,0
2751,195,0
2069,175,0
2409,182,0
2688,182,0
2753,185,0
3120,192,0
3206,188,0
3021,184,0
4197,190,0
2583,160,0
2539,200,1
3021,180,0
3530,200,0
3350,208,0
3307,208,0
2832,188,0
2424,207,0
2885,188,0
2383,170,0
2552,160,0
3605,255,1
3164,180,0
2521,190,0
2333,175,0
4185,215,1
2932,180,0
2467,180,0
2797,163,0
2475,187,0
3604,195,0
2909,176,0
2581,192,0
3229,170,0
2387,195,0
3310,230,1
2390,206,0
2992,170,0
3333,182,0
2465,152,0
2295,185,0
3906,225,1
2546,171,0
3337,192,0
2533,165,0
3139,175,0
3133,168,0
3956,185,0
3652,168,0
2377,168,0
2974,170,0
3455,180,0
4628,265,1
2664,170,0
2396,185,0
2750,186,0
2536,190,0
2904,160,0
3040,150,0
3129,155,0
3363,235,1
3545,186,0
3503,190,0
3081,170,0
2900,188,0
2307,165,0
2554,160,0
3469,151,0
3400,185,0
3473,165,0
1959,160,0
2708,172,0
2625,195,0
2823,190,0
2802,163,0
2459,180,0
4289,215,1
2894,158,0
2432,189,0
3678,166,0
3148,235,1
2542,145,0
2528,155,0
3059,180,0
3026,178,0
2528,156,0
2718,162,0
3041,170,0
2787,155,0
3626,230,1
3124,182,0
2375,160,0
2788,152,0
2733,185,0
3049,177,0
2508,192,0
2882,158,0
2544,130,0
2565,175,0
3520,176,0
3437,170,0
3967,216,1
2751,165,0
2847,165,0
3044,170,0
2633,176,0
2941,170,0
2477,160,0
4655,220,1
2332,158,0
2628,175,0
2893,198,0
2260,162,0
2829,158,0
2435,155,0
2844,175,0
3520,186,0
3970,215,1
3401,175,0
3509,145,0
2721,170,0
2504,188,0
2053,166,0
3158,200,0
4673,254,1
2574,185,0
2510,193,0
2453,160,0
2728,165,0
2382,214,0
2650,170,0
3390,252,1
3331,202,0
2917,180,0
2589,171,0
3314,158,0
3524,235,1
3609,185,0
3069,185,0
2259,152,0
4274,235,1
2652,182,0
3538,175,0
2973,170,0
2789,173,0
